class_name,description
org.argouml.ui.SettingsTabProfile,settings tab profile access 0 handle settings tab refresh handle settings tab save handle settings tab cancel handle reset to default build panel get tab key get tab panel create profile list get available profiles get used profiles collect subdirs refresh lists init default stereotype view selector set visible action performed load from file add button remove button available list default list directory list add directory remove directory refresh profiles stereo label stereo field initialized 
org.argouml.uml.reveng.Setting,setting get label get description label description 
org.argouml.ui.explorer.PerspectiveConfigurator$PerspectiveListSelectionListener,perspective list selection listener value changed this 0 
org.argouml.uml.diagram.ui.FigAttributesCompartment,fig attributes compartment get compartment type create model element get uml collection get notation type create fig text get name serial version u i d 
org.argouml.ui.cmd.GenericArgoMenuBar$1,1 run this 0 
org.argouml.uml.ui.behavior.common_behavior.PropPanelAction,prop panel action add extra actions initialize arguments scroll 
org.argouml.ocl.OCLEvaluator,o c l evaluator value2 string eval to string eval to string evaluator vt model interpreter 
org.argouml.uml.diagram.DiagramAppearance,diagram appearance get standard font get configured font name get instance property change log key font name key font size key show bold names key default shadow width key hide bidirectional arrows singleton stereotype view textual stereotype view big icon stereotype view small icon 
org.argouml.uml.diagram.ui.ArgoFigText,argo fig text set owner get project set project get settings update font set settings get notification info get fig font style rendering changed add notification listener remove notification listener remove notification listener delete from model update listeners property change notifier settings 
org.argouml.profile.ProfileReference,profile reference get public reference get path path url  assertions disabled 
org.argouml.uml.cognitive.critics.CrIllegalGeneralization,cr illegal generalization get criticized design materials predicate2 
org.argouml.util.KeyEventUtils,key event utils is action event format key stroke get key text get modifiers text modifier joiner shift modifier ctrl modifier meta modifier alt modifier alt graph modifier 
org.argouml.uml.ui.TabProps,tab props target set target added target removed should be enabled fire target added fire target removed fire target set add target listener remove target listener create prop panel get class base name add panel find panel for get target set target refresh set orientation log blank panel panels last panel panel class base name current panel target listener list 
org.argouml.uml.diagram.collaboration.ui.FigAssociationRole,fig association role get notation provider type add message compute route impl messages 
org.argouml.uml.ui.foundation.extension_mechanisms.UMLExtendedElementsListModel,u m l extended elements list model build model list is valid element 
org.argouml.uml.ui.behavior.state_machines.UMLStateMachineSubmachineStateListModel,u m l state machine submachine state list model build model list is valid element 
org.argouml.uml.ui.behavior.state_machines.ActionNewCompositeState,action new composite state get singleton action performed singleton 
org.argouml.notation.providers.ObjectFlowStateTypeNotation,object flow state type notation initialise listener 
org.argouml.uml.ui.foundation.core.UMLAssociationEndTypeComboBoxModel,u m l association end type combo box model get selected model element 
org.argouml.uml.ui.foundation.core.UMLDiagramNameDocument,u m l diagram name document get property set property 
org.argouml.kernel.ProjectManager$3,3 is undoable is redoable to string execute undo model command this 0 
org.argouml.kernel.ProjectManager$2,2 execute this 0 val add default diagrams 
org.argouml.uml.diagram.state.ui.FigSynchState,fig synch state is filled get fill color set fill color set line width init figs update font create big port fig set standard bounds set filled set line color clone is resizable mouse clicked get line width get line color model changed x y width height bound head 
org.argouml.uml.cognitive.critics.CrNWayAgg,cr n way agg get criticized design materials predicate2 serial version u i d 
org.argouml.kernel.ProjectManager$1,1 execute this 0 val add default diagrams 
org.argouml.uml.cognitive.critics.CrInterfaceOperOnly,cr interface oper only get criticized design materials predicate2 
org.argouml.uml.diagram.ui.AbstractActionCheckBoxMenuItem,abstract action check box menu item value of target toggle value of target is enabled action performed 
org.argouml.uml.cognitive.critics.CrMissingAttrName,cr missing attr name get criticized design materials predicate2 get wizard class get clarifier init wizard 
org.argouml.uml.ui.foundation.core.ActionAddEnumeration,action add enumeration action performed 
org.argouml.uml.ui.behavior.activity_graphs.ActionAddEventAsTrigger,action add event as trigger get selected get choices do it get dialog title singleton 
org.argouml.uml.diagram.ui.ModeCreateCommentEdge,mode create comment edge get meta type is connection valid 
org.argouml.uml.ui.TabStereotype$SelectedListSelectionListener,selected list selection listener value changed this 0 
org.argouml.uml.ui.foundation.core.ActionSetFeatureOwner,action set feature owner get instance action performed singleton 
org.argouml.uml.ui.UMLMultiplicityPanel$MultiplicityComboBoxModel,multiplicity combo box model get selected model element build model list is valid element add element set selected item this 0 
org.argouml.uml.diagram.state.ui.FigShallowHistoryState,fig shallow history state get h 
org.argouml.util.FileFilters,file filters get suffix uncompressed file filter compressed file filter xmi filter pgml filter config filter hist filter log filter gif filter png filter ps filter eps filter svg filter 
org.argouml.kernel.DefaultUndoManager,default undo manager access 0 start interaction add command set undo max get instance execute add property change listener remove property change listener fire redo undo log undo max listeners new interaction project new interaction label undo stack redo stack instance 
org.argouml.cognitive.EnabledCM,enabled c m is relevant 
org.argouml.uml.ui.behavior.state_machines.UMLCompositeStateSubvertexList$PopupMenu,popup menu this 0 
org.argouml.ocl.ArgoAny,argo any conforms to has state navigate parameterized query navigate parameterized internal navigate parameterized navigate qualified get ocl representation operation matches call hash code equals to string log classifier 
org.argouml.uml.ui.UmlObjectPropPanelFactory,uml object prop panel factory create prop panel create prop panel get expression prop panel get multiplicity prop panel 
org.argouml.gefext.ArgoFigLine,argo fig line get notification info add notification listener remove notification listener remove notification listener delete from model notifier 
org.argouml.uml.diagram.static_structure.ui.UMLClassDiagram,u m l class diagram set namespace get association actions get action uni association get action uni aggregation get action uni composition does accept get label name get uml actions get action dependency get action association get action aggregation get action composition get package actions get action class get action interface get action realization get dependency actions get data type actions get action data type get action enumeration get action stereotype get action signal get action exception get action package get action permission get action usage get action link get action model get action subsystem get aggregation actions get composition actions get action association end get action generalization get action association class is relocation allowed encloser changed create diagram element get relocation candidates get node presentation for get fig node for association end relocate serial version u i d log action association class action class action interface action dependency action permission action usage action link action generalization action realization action package action model action subsystem action association action association end action aggregation action composition action uni association action uni aggregation action uni composition action data type action enumeration action stereotype action signal action exception  assertions disabled 
org.argouml.ui.GUI,g u i get project settings tabs get settings tabs add settings tab add project settings tab get instance instance settings tabs project settings tabs 
org.argouml.kernel.DelayedVChangeListener,delayed v change listener delayed vetoable change 
org.argouml.uml.UUIDHelper,u u i d helper get u u i d get new u u i d 
org.argouml.notation.providers.uml.ClassifierRoleNotationUml,classifier role notation uml parse classifier role get parsing help to string to string parse 
org.argouml.uml.diagram.activity.ui.ActivityDiagramPropPanelFactory,activity diagram prop panel factory create prop panel create prop panel 
org.argouml.uml.reveng.SettingsTypes$UniqueSelection,unique selection get default selection set selection get options get selection undefined selection 
org.argouml.uml.cognitive.critics.CrInvalidHistory,cr invalid history get criticized design materials predicate2 
org.argouml.notation.NotationSettings$9,9 redo undo this 0 val showem val old valid 
org.argouml.util.SuffixFilter,suffix filter get suffix get suffixes to string accept get extension get extension get description suffixes desc 
org.argouml.uml.diagram.activity.ui.FigActionState,fig action state get notation provider type is filled get fill color set fill color set line width create big port fig set standard bounds initialize action state set filled set line color clone get minimum size get line width get line color model changed height state width padding cover 
org.argouml.notation.NotationSettings$8,8 redo undo this 0 val showem val old valid 
org.argouml.notation.NotationSettings$3,3 redo undo this 0 val showem val old valid 
org.argouml.notation.NotationSettings$2,2 redo undo this 0 val showem val old valid 
org.argouml.notation.NotationSettings$1,1 redo undo this 0 val new language val old language 
org.argouml.notation.NotationSettings$7,7 redo undo this 0 val showem val old valid 
org.argouml.notation.NotationSettings$6,6 redo undo this 0 val showem val old valid 
org.argouml.notation.NotationSettings$5,5 redo undo this 0 val showem val old valid 
org.argouml.notation.NotationSettings$4,4 redo undo this 0 val showem val old valid 
org.argouml.profile.FormatingStrategy,formating strategy format element format collection 
org.argouml.uml.ui.foundation.core.UMLBehavioralFeatureQueryCheckBox,u m l behavioral feature query check box build model 
org.argouml.uml.diagram.static_structure.ui.FigDataType,fig data type get keyword set enclosing fig construct figs add extra compartments make selection log 
org.argouml.uml.ui.foundation.core.UMLFeatureOwnerListModel,u m l feature owner list model build model list is valid element 
org.argouml.uml.diagram.layout.Layouter,layouter get minimum diagram size get objects add remove get object layout 
org.argouml.uml.diagram.ui.FigMessage,fig message get notation provider type is filled get fill color set fill color set line width init figs set standard bounds update arrow add path item to fig association role rendering changed set filled set line color update listeners update listeners get arrow set arrow update arguments from parameter get arrow directions clone get minimum size get line width get line color model changed arrow directions south east west north fig poly arrow direction 
org.argouml.swingext.JLinkButton,j link button get active link color is link visited get visited link color get disabled link color get link behavior setup tool tip text get link color set link u r l get link u r l param string get u i class i d update u i always underline hover underline never underline system default link behavior link color color pressed visited link color disabled link color button u r l default action is link visited 
org.argouml.profile.internal.FormatingStrategyUML,formating strategy u m l format element format collection default name build path ensure first char lower case default generalization name default assoc end name default assoc name get element separator get empty collection get path separator 
org.argouml.ui.explorer.rules.GoStatemachineToDiagram,go statemachine to diagram get dependencies get rule name get children 
org.argouml.uml.ui.TabDocumentation,tab documentation should be enabled should be enabled disable text area orientation 
org.argouml.cognitive.checklist.CheckManager,check manager get status for get checklist for lookup checklist register lists statuses 
org.argouml.ui.SettingsTabPreferences,settings tab preferences handle settings tab refresh handle settings tab save handle settings tab cancel handle reset to default build panel get tab key get tab panel top panel chk splash chk reload recent chk strip diagrams serial version u i d 
org.argouml.uml.ui.UMLTaggedValueCheckBox,u m l tagged value check box build model tag name 
org.argouml.uml.ui.behavior.use_cases.UMLExtensionPointExtendListModel,u m l extension point extend list model build model list is valid element 
org.argouml.uml.ui.foundation.core.ActionSetFlowSource,action set flow source get instance action performed singleton 
org.argouml.uml.diagram.ui.PropPanelDiagram,prop panel diagram get home model selector home model selector home model combo box model 
org.argouml.cognitive.ui.DismissToDoItemDialog,dismiss to do item dialog access 4 access 1 access 3 access 5 access 6 access 0 access 7 access 2 explain bad goal bad dec set target set visible log bad goal button bad dec button explain button action group explanation target 
org.argouml.ui.explorer.ExplorerTreeNode,explorer tree node get pending set pending set modify set node modified remove property change is leaf serial version u i d model expanded pending modify set 
org.argouml.ui.explorer.rules.GoModelElementToBehavior,go model element to behavior get dependencies get rule name get children 
org.argouml.uml.ui.UMLTreeCellRenderer,u m l tree cell renderer get tree cell renderer component name type name 
org.argouml.uml.diagram.ui.ModeCreateDependency,mode create dependency get meta type 
org.argouml.cognitive.AbstractCognitiveTranslator,abstract cognitive translator i18nmessage format i18nlocalize 
org.argouml.uml.cognitive.critics.CrInvalidJoinTriggerOrGuard,cr invalid join trigger or guard get criticized design materials predicate2 serial version u i d 
org.argouml.util.Tools,tools get component version info get version info log version info get file extension log packagelist 
org.argouml.uml.diagram.use_case.ui.PropPanelUMLUseCaseDiagram,prop panel u m l use case diagram 
org.argouml.uml.diagram.ui.FigAssociationEndAnnotation,fig association end annotation remove from diagram get role get arrow type determine arrow head property change serial version u i d nav aggr nav comp none aggregate composite nav none nav aggregate nav composite arrow heads role ordering arrow type fig edge  assertions disabled 
org.argouml.uml.ui.behavior.state_machines.UMLCompositeStateSubvertexListModel,u m l composite state subvertex list model build model list is valid element 
org.argouml.ui.ActionSettings,action settings action performed dialog serial version u i d 
org.argouml.ui.explorer.rules.GoStateToExit,go state to exit get dependencies get rule name get children 
org.argouml.uml.ui.ActionGenerateOne,action generate one get candidates is enabled action performed 
org.argouml.util.JavaRuntimeUtility,java runtime utility is jre5 is jre supported get jre version 
org.argouml.profile.UserDefinedProfile,user defined profile filter packages str2 knowledge type load model load fig nodes get critics str2 priority str2 decision get some profile manager load dependent profiles load dependent profiles uml1 get all critiques in model generate critic from comment get all comments in model get model file get profile packages get formating strategy get figure strategy get loaded packages to string get display name load image log display name model file profile packages package lock fig node strategy reference profile manager critics loaded 
org.argouml.uml.diagram.ui.FigAssociationClass,fig association class remove from diagram impl get fill color set fill color get name fig create name label is operations visible get operations bounds is path visible set path visible set fig set line color get association class get fig edge association class serial version u i d 
org.argouml.uml.diagram.static_structure.ui.SelectionDataType,selection data type get new node get new node type 
org.argouml.uml.cognitive.UMLToDoItem,u m l to do item check argument deselect get offenders action select  assertions disabled 
org.argouml.ui.explorer.rules.GoStateToIncomingTrans,go state to incoming trans get dependencies get rule name get children 
org.argouml.uml.ui.ActionNavigateAction,action navigate action navigate to serial version u i d 
org.argouml.uml.ui.behavior.common_behavior.ActionNewSendAction$1,1 action performed 
org.argouml.uml.cognitive.critics.CrTooManyOper,cr too many oper get criticized design materials predicate2 operations threshold serial version u i d 
org.argouml.uml.diagram.ui.FigStereotypesGroup,fig stereotypes group get icon for stereotype remove from diagram set hiding stereotypes with icon populate get big port set bounds impl construct figs get stereotype count get stereotype figs find fig set keyword get bounds for next stereotype reorder stereotype figs update hidden stereotypes is hiding stereotypes with icon find fig keyword get minimum size property change big port log keyword stereotype count hiding stereotypes with icon 
org.argouml.uml.ui.foundation.core.UMLNodeDeployedComponentListModel,u m l node deployed component list model build model list is valid element serial version u i d 
org.argouml.notation.providers.ExtensionPointNotation,extension point notation 
org.argouml.uml.ui.foundation.extension_mechanisms.PropPanelTaggedValue$UMLDataValueListModel,u m l data value list model build model list is valid element 
org.argouml.notation.providers.EnumerationLiteralNotation,enumeration literal notation initialise listener 
org.argouml.cognitive.GoalModel,goal model get goal list set goal priority start desiring add goal remove goal has goal stop desiring goals 
org.argouml.uml.ui.foundation.core.UMLModelElementStereotypeListModel,u m l model element stereotype list model build popup build model list is valid element get check item 
org.argouml.uml.ui.SaveScaledEPSAction,save scaled e p s action save graphics 
org.argouml.uml.reveng.ui.ProblemsDialog$1,1 window closing this 0 
org.argouml.persistence.OffenderXMLHelper,offender x m l helper get offender item 
org.argouml.ui.cmd.KeyStrokeCellRenderer,key stroke cell renderer set value 
org.argouml.uml.reveng.ui.ImportClasspathDialog$AddListener,import classpath dialog$ add listener 
org.argouml.uml.diagram.ui.ActionAddStereotype,action add stereotype build string get value action performed model element stereotype 
org.argouml.uml.ui.foundation.core.PropPanelDataType$ActionAddQueryOperation,action add query operation action performed serial version u i d 
org.argouml.kernel.ProjectSettings,project settings access 4 access 1 access 3 access 5 access 0 get default diagram settings set default shadow width set default shadow width set default stereotype view get default shadow width get default stereotype view get notation settings get font italic get font bold italic access 2 set font name do undoable get font plain get font bold get use guillemots value get show stereotypes value set show association names set show association names get notation language set notation language set notation language set use guillemots set use guillemots set show properties set show properties set show stereotypes set show stereotypes set show types set show types set show singular multiplicities set show singular multiplicities get show singular multiplicities get show singular multiplicities value get hide bidirectional arrows value get default stereotype view value set show visibility set show visibility set show multiplicity set show multiplicity set show initial value set show initial value fire notation event fire notation event fire notation event get show bold names get use guillemots get show visibility get show multiplicity get show initial value get show properties get show types value get show stereotypes get header comment set header comment get show types set hide bidirectional arrows set hide bidirectional arrows get show association names get show association names value get show visibility value get show multiplicity value get show initial value value get show properties value get hide bidirectional arrows get default shadow width value get generation output dir set generation output dir init init get font get font name get font size set font size get notation name dia default np settings show explorer stereotypes header comment project 
org.argouml.ui.cmd.ShortcutChangedEvent,shortcut changed event get key stroke serial version u i d key stroke 
org.argouml.ui.explorer.ActionExportProfileXMI,action export profile x m i access 0 get target file save model is xmi file action performed log selected profile 
org.argouml.uml.diagram.ui.ActionAddExistingNodes,action add existing nodes add nodes is enabled action performed objects 
org.argouml.uml.ui.UMLChangeDispatch,u m l change dispatch target changed target reasserted synchronized dispatch run dispatch event type container target target changed add target changed target reasserted 
org.argouml.uml.diagram.DiagramUtils,diagram utils get active diagram get active layer log 
org.argouml.cognitive.ui.WizStep,wiz step target set target added target removed get wizard get wizard icon enable buttons update tab to do get main panel do back do next do finsh do help set target refresh action performed insert update remove update changed update set mnemonic wiz icon main panel back button next button finish button help button button panel target serial version u i d 
org.argouml.uml.diagram.DiagramFactoryInterface2,diagram factory interface2 create diagram 
org.argouml.ui.explorer.PerspectiveConfigurator,perspective configurator access 4 access 1 access 3 access 5 access 6 access 0 access 7 sort j list model update rule label make listeners load perspectives update lib label update pers label access 17 make lists make buttons make layout do add rule do remove rule access 2 access 8 access 9 access 10 access 11 access 12 access 13 access 14 access 15 access 16 load library log inset px config panel north config panel south split pane rename text field new perspective button remove perspective button duplicate perspective button move up button move down button add rule button remove rule button reset to default button perspective list perspective rules list rule library list perspective list model perspective rules list model rule library list model pers label rule lib label rules label 
org.argouml.ui.MyLocale,my locale get locales to string get default get locale my locale 
org.argouml.uml.ui.foundation.core.ActionSetParameterDirectionKind,action set parameter direction kind get instance action performed singleton in command out command inout command return command 
org.argouml.uml.cognitive.critics.CrMissingClassName,cr missing class name get criticized design materials predicate2 get wizard class get clarifier init wizard 
org.argouml.ui.explorer.rules.GoClassToAssociatedClass,go class to associated class get dependencies get rule name get children 
org.argouml.uml.ui.model_management.ElementImportImportedElementListModel,element import imported element list model build model list is valid element 
org.argouml.ui.CmdCreateNode,cmd create node make node put tool tip serial version u i d 
org.argouml.uml.ui.foundation.core.PropPanelOperation,prop panel operation get display namespace add raised exception add raised signal add method serial version u i d 
org.argouml.persistence.FigEdgeHandler,fig edge handler add object 
org.argouml.ui.cmd.GenericArgoMenuBar,generic argo menu bar access 0 target set target added target removed get generation menu localize init actions get create diagram toolbar register create diagram action init menu create get create diagram menu init modules u i register for mac events menu item localize init menu arrange init menu generation init menu critique init menu tools init modules menus init modules actions init align menu init distribute menu init reorder menu get edit toolbar get file toolbar get view toolbar register menu item mac preferences init menus prepare key init menu file init menu edit init menu view init menu help add file saved get tools mac quit mac about mac open file set target set mnemonic log module menus module create diagram actions disableable actions zoom factor menu menuitem file toolbar edit toolbar view toolbar create diagram toolbar mru list edit select view create diagram menu tools generate arrange critique help navigate target forward action navigate target back action settings action about action exit action open action layout action serial version u i d 
org.argouml.notation.NotationSettings,notation settings access 4 access 1 access 3 access 5 access 6 access 0 access 7 access 2 do undoable is show association names is show singular multiplicities set show association names set show multiplicities get notation language is show visibilities is show multiplicities is show initial values is show properties set notation language set show visibilities set show initial values set show properties is show types set show types access 8 access 9 access 10 access 11 access 12 access 13 access 14 access 15 access 16 set show paths is show paths set show singular multiplicities set use guillemets get default settings is use guillemets initialize default settings set fully handle stereotypes is fully handle stereotypes default settings parent notation language show association names show association names set show visibilities show visibilities set show paths show paths set fully handle stereotypes fully handle stereotypes set use guillemets use guillemets set show multiplicities show multiplicities set show singular multiplicities show singular multiplicities set show types show types set show properties show properties set show initial values show initial values set 
org.argouml.ui.cmd.SettingsTabShortcuts,settings tab shortcuts access 1 access 3 access 0 access 2 handle settings tab refresh handle settings tab save handle settings tab cancel handle reset to default get tab key get tab panel enable fields reset key stroke conflict get action already assigned check shortcut already assigned shortcut change set key stroke value set target action performed value changed serial version u i d none name default name custom name table selected container shortcut field shortcut field default bg custom button default button none button warning label target actions last row selected column names elements 
org.argouml.uml.ui.behavior.activity_graphs.UMLActionSynchCheckBox,u m l action synch check box build model 
org.argouml.notation.providers.TransitionNotation,transition notation initialise listener 
org.argouml.ui.explorer.rules.PerspectiveRule,perspective rule get dependencies get rule name get children 
org.argouml.notation.providers.uml.StateBodyNotationUml$ModelElementInfoList,state body notation uml$ model element info list 
org.argouml.uml.diagram.static_structure.ui.StylePanelFigClass,style panel fig class refresh refresh item state changed attr check box oper check box refresh transaction serial version u i d 
org.argouml.uml.diagram.static_structure.ui.FigException,fig exception make selection 
org.argouml.uml.ui.behavior.common_behavior.ActionNewTerminateAction$1,1 action performed 
org.argouml.cognitive.ListSet,list set add all elements such that add all elements such that add all elements add all elements contains such that transitive closure transitive closure find such that reachable reachable hash code equals to string add add contains get index of is empty last index of size sub list to array to array add all add all iterator remove remove clear set contains all list iterator list iterator remove all remove all elements remove element retain all mutex tc limit list set mutex 
org.argouml.application.api.Predicate,predicate evaluate 
org.argouml.persistence.PersistenceManager,persistence manager set xmi file chooser filter fix xmi extension get base name fix extension get persister from file name set save file chooser filters set open file chooser filter get diagram member file persister set diagram member file persister add translation set project u r i get default extension get xmi extension fix uri extension set project name get quick view dump confirm overwrite set save persister get save persister get project base name get instance register instance default persister other persisters quick view dump xmi persister xml persister uml persister zip persister save persister key project name path key open project path key import xmi path diagram member file persister 
org.argouml.uml.ui.foundation.core.UMLModelElementNameDocument,u m l model element name document get property set property 
org.argouml.uml.diagram.static_structure.layout.ClassdiagramRealizationEdge,classdiagram realization edge 
org.argouml.uml.diagram.collaboration.ui.FigMessageGroup,fig message group calc bounds add fig update arrows update fig positions 
org.argouml.util.ArgoFrame,argo frame get instance set instance set frame get frame log top frame 
org.argouml.uml.ui.foundation.core.UMLDependencyClientListModel,u m l dependency client list model build model list is valid element 
org.argouml.uml.ui.ActionCopy,action copy is system clip board empty get instance action performed caret update instance localize key text source 
org.argouml.ui.cmd.ActionSelectInvert,action select invert 
org.argouml.ui.SplashPanel$1,1 paint this 0 
org.argouml.uml.ui.foundation.core.UMLAssociationEndSpecificationListModel,u m l association end specification list model build model list is valid element 
org.argouml.ui.SystemInfoDialog$ClipboardObserver,clipboard observer lost ownership 
org.argouml.uml.cognitive.critics.CrObjectWithoutClassifier,cr object without classifier predicate2 to do item compute offenders still valid 
org.argouml.ui.explorer.rules.GoDiagramToEdge,go diagram to edge get dependencies get rule name get children 
org.argouml.ui.ProjectBrowser$7,7 run this 0 val explanation val message 
org.argouml.ui.ProjectBrowser$6,6 run this 0 val message val ex 
org.argouml.ui.ProjectBrowser$5,5 run this 0 val message 
org.argouml.uml.cognitive.critics.CrNoTriggerOrGuard,cr no trigger or guard get criticized design materials predicate2 serial version u i d 
org.argouml.ui.ProjectBrowser$4,4 execute this 0 
org.argouml.uml.ui.behavior.state_machines.UMLStateMachineContextListModel,u m l state machine context list model build model list is valid element 
org.argouml.ui.ProjectBrowser$3,3 run this 0 val remembered save action 
org.argouml.uml.ui.behavior.common_behavior.UMLLinkConnectionListModel,u m l link connection list model move down move to bottom move to top build model list is valid element serial version u i d 
org.argouml.ui.ProjectBrowser$2,2 component hidden component shown this 0 val toolbars val toolbar boundary 
org.argouml.notation.providers.uml.AbstractMessageNotationUml,abstract message notation uml get operation init parameter separators generate message number generate message number fill blank function name fill blank variable name get expression language parse message build action handle guard walk tree is bad pre msg find msg rec count predecessors count successors generate recurrence get initiator of action find msg order break parse msg order parse arguments print debug info handle function name handle arguments handle sequence number handle operation handle predecessors find candidate roots has msg with activator compare msg numbers is msg number start of filter with activator insert successor is predecessor msg count parameters get parsing help walk to string parse successor log parameter custom sep  assertions disabled 
org.argouml.ui.ProjectBrowser$1,1 property change obj this 0 
org.argouml.ui.cmd.ActionPrint,action print action performed 
org.argouml.profile.ProfileManager,profile manager get registered profiles remove from default profiles add search path directory remove search path directory get profile for class get default profiles add to default profiles get u m l profile apply configuration remove profile register profile get search path directories refresh registered profiles look for registered profile 
org.argouml.kernel.ProjectMember,project member get zip file extension get unique diagram name repair get zip name get type 
org.argouml.configuration.ConfigurationFactory,configuration factory get configuration handler get instance singleton handler 
org.argouml.uml.diagram.state.ui.FigState,fig state init notation providers remove from diagram impl text edited update font create big port fig get notation settings rendering changed notation rendering changed text edit started get initial height get initial width initialize state get initial x get initial y get internal set internal get owner model changed space top space middle divider y space bottom margin notation provider body internal  assertions disabled 
org.argouml.ui.explorer.rules.GoModelElementToComment,go model element to comment get dependencies get rule name get children 
org.argouml.uml.ui.model_management.ActionAddPackage,action add package action performed 
org.argouml.uml.ui.foundation.core.UMLOperationRaisedSignalsListModel,u m l operation raised signals list model build model list is valid element 
org.argouml.uml.diagram.static_structure.layout.ClassdiagramModelElementFactory,classdiagram model element factory get instance log singleton 
org.argouml.ui.StylePanel,style panel target set target added target removed should be enabled add seperator get panel target get target set target refresh refresh action performed insert update remove update changed update item state changed value changed log panel target serial version u i d 
org.argouml.kernel.ProfileConfiguration,profile configuration remove profile remove profile access 0 get default type strategy get formating strategy find by meta type get profiles get fig node strategy find type repair find type in model find stereotype for object find all stereotypes for model element add profile add profile update strategies get profile models activate formating strategy activate default type strategy to string get type log formating strategy default type strategy fig node strategies profiles profile models extension key default stereotype view composite fig node strategy 
org.argouml.uml.diagram.ui.ActionSetPath,action set path get actions action performed show path hide path is path visible 
org.argouml.ui.explorer.rules.OperationsNode,operations node subsumes to string get parent parent 
org.argouml.uml.ui.UMLUserInterfaceContainer,u m l user interface container format element format collection get model element format namespace get target get profile 
org.argouml.util.SingleElementIterator,single element iterator has next next remove done target 
org.argouml.uml.diagram.ui.FigMultiLineTextWithBold,fig multi line text with bold get fig font style 
org.argouml.application.api.CommandLineInterface,command line interface do command 
org.argouml.ui.explorer.rules.GoCompositeStateToSubvertex,go composite state to subvertex get dependencies get rule name get children 
org.argouml.uml.diagram.ui.ActionAddExistingEdge,action add existing edge is enabled action performed serial version u i d edge 
org.argouml.cognitive.ui.PriorityNode,priority node get priority list to string get name get priority high medium low priorities name priority 
org.argouml.uml.diagram.use_case.ui.UseCaseDiagramPropPanelFactory,use case diagram prop panel factory create prop panel create prop panel 
org.argouml.uml.diagram.deployment.ui.FigNodeInstance,fig node instance get notation provider type set enclosing fig make selection clone 
org.argouml.uml.ui.behavior.activity_graphs.ActionSetObjectFlowStateClassifier,action set object flow state classifier action performed 
org.argouml.profile.internal.ProfileMeta,profile meta get critics get profile packages get loaded packages load well formedness rules get display name get model log profile file profile reference model critics 
org.argouml.uml.ui.foundation.core.UMLStructuralFeatureChangeabilityRadioButtonPanel,u m l structural feature changeability radio button panel build model label texts and action commands 
org.argouml.uml.ui.behavior.common_behavior.PropPanelLink,prop panel link get association selector association selector association combo box model serial version u i d 
org.argouml.swingext.GlassPane,glass pane set active component mount set visible event dispatched serial version u i d the window active component 
org.argouml.uml.diagram.static_structure.ui.FigPackage$ShowVisibilityAction,show visibility action action performed action key serial version u i d this 0 
org.argouml.ui.ShadowComboBox,shadow combo box access 1 access 0 serial version u i d shadow figs 
org.argouml.uml.ui.behavior.state_machines.UMLEventTransitionListModel,u m l event transition list model build model list is valid element 
org.argouml.notation.providers.uml.ObjectFlowStateStateNotationUml,object flow state state notation uml parse object flow state2 get parsing help to string to string delete parse 
org.argouml.uml.diagram.state.ui.FigFinalState,fig final state is filled get fill color set fill color set line width init figs get gravity points create big port fig set standard bounds set filled set line color make selection clone is resizable mouse clicked get line width get line color disc dia in circle out circle  assertions disabled 
org.argouml.notation.providers.uml.AbstractMessageNotationUml$MsgPtr,msg ptr message 
org.argouml.ui.ArgoToolbarManager$ToolbarManagerMenuItemAction,toolbar manager menu item action get toolbars get key action performed key toolbars this 0 
org.argouml.uml.ui.foundation.core.PropPanelClass,prop panel class serial version u i d 
org.argouml.uml.ui.behavior.common_behavior.PropPanelCreateAction,prop panel create action serial version u i d 
org.argouml.uml.ui.behavior.common_behavior.ActionRemoveReceptionSignal,action remove reception signal action performed serial version u i d 
org.argouml.persistence.XMLElement,x m l element set attributes add text add text get attribute value reset text get attribute name get num attributes get name length set name get text set text get attribute name text attributes 
org.argouml.uml.ui.behavior.collaborations.ActionSetRepresentedClassifierCollaboration,action set represented classifier collaboration action performed 
org.argouml.notation.providers.OperationNotation,operation notation initialise listener update listener 
org.argouml.uml.ui.behavior.common_behavior.UMLActionAsynchronousCheckBox,u m l action asynchronous check box build model 
org.argouml.profile.internal.ocl.DefaultOclEvaluator,default ocl evaluator get instance evaluate log instance 
org.argouml.uml.ui.behavior.collaborations.PropPanelCollaboration,prop panel collaboration serial version u i d 
org.argouml.uml.cognitive.critics.CrNoTransitions,cr no transitions get criticized design materials predicate2 
org.argouml.uml.ui.behavior.state_machines.ActionNewGuard,action new guard get singleton is enabled action performed singleton 
org.argouml.uml.ui.behavior.state_machines.UMLStateVertexIncomingListModel,u m l state vertex incoming list model build model list is valid element 
org.argouml.ui.explorer.rules.GoStateToDoActivity,go state to do activity get dependencies get rule name get children 
org.argouml.profile.FigNodeStrategy,fig node strategy get icon for stereotype 
org.argouml.ui.explorer.rules.GoProfileToModel,go profile to model get dependencies get rule name get children 
org.argouml.uml.ui.foundation.core.PropPanelAssociationEnd,prop panel association end position standard controls get multiplicity combo box create controls position controls set association label serial version u i d type combobox association scroll multiplicity combo box navigability check box ordering check box target scope check box aggregation radio buttonpanel changeability radio buttonpanel visibility radio button panel specification scroll qualifiers scroll association label 
